GID_4,NAME_2,NAME_3,NAME_4,pop,builtup,flood,pop_norm,builtup_norm,flood_norm,ASI,stress_tier,hh_total_x,pop_total_x,hh_size_x,elec_coverage_x,hh_size_norm,ASI_updated,city_corp,pop_total_y,hh_total_y,hh_size_y,elec_coverage_y,pop_total,hh_total,hh_size,elec_coverage,pop_share,arrivals_low,arrivals_central,arrivals_high,load_ratio_central,asi_rank,arrival_rank,crisis_index,crisis_tier
BGD.3.1.9.1_1,Dhaka,Demra,Demra (part),75.37205927517574,0.074685176417735,0.8945294741627521,0.0376643561959837,0.1395326269338404,0.8945294741627521,0.2875345304459257,Low stress,,,,,,0.2875345304459257,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.016304347826086956,0.5027173913043478,0.010193211871877753,Low concern
BGD.3.1.9.2_1,Dhaka,Demra,Matuail (part),415.9988607301258,0.2906475360990143,0.7886178861788619,0.2149146829878499,0.5430102219603699,0.7886178861788619,0.4731739224259849,Moderate stress,,,,,,0.4731739224259849,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.30978260869565216,0.5027173913043478,0.1936710255656773,Low concern
BGD.3.1.9.3_1,Dhaka,Demra,Saralia,292.1834401498169,0.3104846048478349,0.9899274778404512,0.1504854493926343,0.5800713691110225,0.9899274778404512,0.5107010284060244,Moderate stress,,,,,,0.5107010284060244,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.41847826086956524,0.5027173913043478,0.2616257713781957,Low concern
BGD.3.1.11.1_1,Dhaka,Dhanmondi,Ward No-47 (Part),615.4775744279224,0.4229566406249998,0.6670908111974161,0.318716459712198,0.7902003312601709,0.6670908111974161,0.5708294026252929,Moderate stress,,,,,,0.5708294026252929,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.6793478260869565,0.5027173913043478,0.4247171613282398,Moderate concern
BGD.3.1.11.2_1,Dhaka,Dhanmondi,Ward No-48 (Part),547.3589272692655,0.4484525443110347,0.9411764705882352,0.2832698876341384,0.837833751812952,0.9411764705882352,0.6418438858352473,Moderate stress,,,,,,0.6418438858352473,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.8967391304347826,0.5027173913043478,0.5606266529532765,Moderate concern
BGD.3.1.11.3_1,Dhaka,Dhanmondi,Ward No-49,552.4880544963975,0.3795694374475231,1.0,0.2859389068460234,0.7091410002785544,1.0,0.6125749128359035,Moderate stress,17854.0,61292.0,3.38,99.94,0.1196581196581193,0.5012954913973707,DSCC,61292.0,17854.0,3.38,99.94,61292.0,17854.0,3.38,99.94,0.004664998718289851,1986,3575,4966,0.05832735104091888,0.375,0.26358695652173914,0.12292462533059066,Low concern
BGD.3.1.11.3_1,Dhaka,Dhanmondi,Ward No-49,552.4880544963975,0.3795694374475231,1.0,0.2859389068460234,0.7091410002785544,1.0,0.6125749128359035,Moderate stress,28052.0,107370.0,3.81,99.95,0.487179487179487,0.5747997649016443,DSCC,61292.0,17854.0,3.38,99.94,61292.0,17854.0,3.38,99.94,0.004664998718289851,1986,3575,4966,0.05832735104091888,0.6956521739130435,0.26358695652173914,0.22803408756979138,Low concern
BGD.3.1.13.1_1,Dhaka,Gendaria,Ward No-76 (Part),732.8796830047482,0.3576103368712505,1.0,0.3798084290534558,0.6681153090306171,1.0,0.6357637297820984,Moderate stress,,,,,,0.6357637297820984,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.8804347826086957,0.5027173913043478,0.5504334410813988,Moderate concern
BGD.3.1.13.2_1,Dhaka,Gendaria,Ward No-80 (Part),699.7464627352628,0.2854481060606061,1.0,0.3625670549297878,0.5332962443463928,1.0,0.5816805074931526,Moderate stress,,,,,,0.5816805074931526,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.7445652173913043,0.5027173913043478,0.46549000881575076,Moderate concern
BGD.3.1.13.3_1,Dhaka,Gendaria,Ward No-81,524.0318367739758,0.4250124623493976,0.6666666666666666,0.271131281993794,0.794041176518518,0.6666666666666666,0.5530335912456655,Moderate stress,,,,,,0.5530335912456655,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.6032608695652174,0.5027173913043478,0.3771488392594769,Moderate concern
