GID_4,NAME_2,NAME_3,NAME_4,pop,builtup,flood,pop_norm,builtup_norm,flood_norm,ASI,stress_tier,hh_total_x,pop_total_x,hh_size_x,elec_coverage_x,hh_size_norm,ASI_updated,city_corp,pop_total_y,hh_total_y,hh_size_y,elec_coverage_y,pop_total,hh_total,hh_size,elec_coverage,pop_share,arrivals_low,arrivals_central,arrivals_high,load_ratio_central,asi_rank,arrival_rank,crisis_index,crisis_tier
BGD.3.1.17.4_1,Dhaka,Kadamtali,Ward No-88,376.28974076414016,0.4417361396303902,0.0,0.1942514396361102,0.8252856447642483,0.0,0.3665505515219309,Moderate stress,,,,,,0.3665505515219309,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.08152173913043478,0.5027173913043478,0.05096605935938877,Low concern
BGD.3.1.17.5_1,Dhaka,Kadamtali,Ward No-89,363.1059080279642,0.4937212162623846,0.6670908111974161,0.1873910321435848,0.9224081883764864,0.6670908111974161,0.5645719815885581,Moderate stress,,,,,,0.5645719815885581,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.657608695652174,0.5027173913043478,0.4111262121657361,Moderate concern
BGD.3.1.18.1_1,Dhaka,Kafrul,Ward No-04,444.4102973856301,0.3042341893830702,0.6547085201793723,0.2296990053321402,0.5683938591812285,0.6547085201793723,0.4544945828911291,Moderate stress,22353.0,87903.0,3.92,99.97,0.581196581196581,0.4696741369367468,DNCC,95090.0,22952.0,3.55,99.95,95090.0,22952.0,3.55,99.95,0.00723740011946391,3081,5547,7704,0.0583342096960774,0.29347826086956524,0.8288043478260869,0.30249044960329124,Low concern
BGD.3.1.18.1_1,Dhaka,Kafrul,Ward No-04,444.4102973856301,0.3042341893830702,0.6547085201793723,0.2296990053321402,0.5683938591812285,0.6547085201793723,0.4544945828911291,Moderate stress,22952.0,95090.0,3.55,99.95,0.2649572649572646,0.4064262736888835,DNCC,95090.0,22952.0,3.55,99.95,95090.0,22952.0,3.55,99.95,0.00723740011946391,3081,5547,7704,0.0583342096960774,0.14673913043478262,0.8288043478260869,0.15124522480164562,Low concern
BGD.3.1.18.2_1,Dhaka,Kafrul,Ward No-14 (part),895.8500364087763,0.416891896869245,1.0,0.4646125263084697,0.7788697075874372,1.0,0.7084494081789909,High stress,,,,,,0.7084494081789909,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.9728260869565217,0.5027173913043478,0.6081949750220393,Moderate concern
BGD.3.1.18.3_1,Dhaka,Kafrul,Ward No-15 (part),502.34801245515246,0.2836620844708528,0.9402597402597404,0.2598477748528647,0.5299594605810986,0.9402597402597404,0.5244898562094654,Moderate stress,,,,,,0.5244898562094654,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.4891304347826087,0.5027173913043478,0.30579635615633266,Low concern
BGD.3.1.18.4_1,Dhaka,Kafrul,Ward No-16,433.0251356575882,0.2111023657030754,0.9653179190751446,0.2237745636022061,0.3943977781312934,0.9653179190751446,0.4688785275556213,Moderate stress,20997.0,77094.0,3.72,99.93,0.4102564102564102,0.4520354076599064,DNCC,144310.0,36744.0,3.92,99.96,144310.0,36744.0,3.92,99.96,0.010983586194550815,4677,8418,11692,0.05833275587277389,0.23369565217391305,0.9429347826086957,0.274041287099618,Low concern
BGD.3.1.18.4_1,Dhaka,Kafrul,Ward No-16,433.0251356575882,0.2111023657030754,0.9653179190751446,0.2237745636022061,0.3943977781312934,0.9653179190751446,0.4688785275556213,Moderate stress,36744.0,144310.0,3.92,99.96,0.581196581196581,0.4862234418479406,DNCC,144310.0,36744.0,3.92,99.96,144310.0,36744.0,3.92,99.96,0.010983586194550815,4677,8418,11692,0.05833275587277389,0.3532608695652174,0.9429347826086957,0.41424845724360865,Moderate concern
BGD.3.1.19.1_1,Dhaka,Kalabagan,Ward No-50,899.8107260911623,0.4508920820189275,0.6670908111974161,0.4666735313072703,0.8423914849698307,0.6670908111974161,0.648279135061703,Moderate stress,11614.0,52971.0,4.07,99.96,0.7094017094017095,0.6492321113198274,DSCC,52971.0,11614.0,4.07,99.96,52971.0,11614.0,4.07,99.96,0.004031678638428045,1716,3090,4292,0.05833380528968681,0.9130434782608695,0.23097826086956522,0.2622685865412871,Low concern
BGD.3.1.19.1_1,Dhaka,Kalabagan,Ward No-50,899.8107260911623,0.4508920820189275,0.6670908111974161,0.4666735313072703,0.8423914849698307,0.6670908111974161,0.648279135061703,Moderate stress,34004.0,124415.0,3.64,99.9,0.3418803418803418,0.5757278378155538,DSCC,52971.0,11614.0,4.07,99.96,52971.0,11614.0,4.07,99.96,0.004031678638428045,1716,3090,4292,0.05833380528968681,0.7010869565217391,0.23097826086956522,0.20138480752277405,Low concern
BGD.3.1.19.2_1,Dhaka,Kalabagan,Ward No-51 (Part),667.4195481610291,0.3964804931910196,0.6670908111974161,0.3457452542142223,0.7407355434703189,0.6670908111974161,0.5643282446996545,Moderate stress,,,,,,0.5643282446996545,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.6521739130434783,0.5027173913043478,0.40772847487511016,Moderate concern
BGD.3.1.20.1_1,Dhaka,Kamrangir Char,Sultanganj,205.9518892800089,0.3804904524699046,0.9956363636363637,0.1056135529177928,0.7108617118264474,0.9956363636363637,0.5399561112154647,Moderate stress,,,,,,0.5399561112154647,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.5380434782608695,0.5027173913043478,0.33637599177196587,Moderate concern
BGD.3.1.22.1_1,Dhaka,Khilgaon,Dakshingaon (Part),429.4735726424448,0.2382438929133858,0.7082228116710878,0.2219264538751759,0.445105679917164,0.7082228116710878,0.4216132724388497,Moderate stress,,,,,,0.4216132724388497,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.17391304347826086,0.5027173913043478,0.10872759330002937,Low concern
BGD.3.1.22.2_1,Dhaka,Khilgaon,Nasirabad,79.72953643629064,0.0381647079472058,0.9765484894468202,0.0399318355825048,0.0713022611910426,0.9765484894468202,0.2850656480115719,Low stress,,,,,,0.2850656480115719,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.010869565217391304,0.5027173913043478,0.006795474581251836,Low concern
BGD.3.1.22.3_1,Dhaka,Khilgaon,Ward No-24,961.2547310502428,0.3762561987457791,0.902439024390244,0.4986468519968886,0.70295095130381,0.902439024390244,0.67110132985265,Moderate stress,16568.0,64277.0,3.88,99.95,0.5470085470085467,0.6401536503046217,DSCC,64277.0,16568.0,3.88,99.95,64277.0,16568.0,3.88,99.95,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.8858695652173914,0.5027173913043478,0.5538311783720247,Moderate concern
BGD.3.1.22.3_1,Dhaka,Khilgaon,Ward No-24,961.2547310502428,0.3762561987457791,0.902439024390244,0.4986468519968886,0.70295095130381,0.902439024390244,0.67110132985265,Moderate stress,19489.0,70238.0,3.55,99.67,0.2649572649572646,0.5837433938943652,DSCC,64277.0,16568.0,3.88,99.95,64277.0,16568.0,3.88,99.95,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.7554347826086957,0.5027173913043478,0.4722854833970026,Moderate concern
BGD.3.1.22.4_1,Dhaka,Khilgaon,Ward No-25,1062.8341383656684,0.4734531191369605,0.6551724137931034,0.5515052385509617,0.8845417606526969,0.6551724137931034,0.6939848150971044,Moderate stress,8278.0,31420.0,3.88,99.92,0.5470085470085467,0.6545984658163408,DSCC,31420.0,8278.0,3.88,99.92,31420.0,8278.0,3.88,99.92,0.0023914093148970036,1018,1832,2545,0.058306810948440486,0.9184782608695652,0.11141304347826086,0.12725903614457829,Low concern
BGD.3.1.22.4_1,Dhaka,Khilgaon,Ward No-25,1062.8341383656684,0.4734531191369605,0.6551724137931034,0.5515052385509617,0.8845417606526969,0.6551724137931034,0.6939848150971044,Moderate stress,24680.0,91769.0,3.71,99.88,0.4017094017094015,0.6255386367565118,DSCC,31420.0,8278.0,3.88,99.92,31420.0,8278.0,3.88,99.92,0.0023914093148970036,1018,1832,2545,0.058306810948440486,0.8695652173913043,0.11141304347826086,0.12048192771084337,Low concern
BGD.3.1.22.5_1,Dhaka,Khilgaon,Ward No-26,898.5948557020918,0.3958209711084259,0.4000000000000001,0.4660408346936193,0.7395033732711022,0.4000000000000001,0.5452425145223334,Moderate stress,10506.0,43318.0,3.68,99.96,0.376068376068376,0.5032038106742175,DSCC,43318.0,10506.0,3.68,99.96,43318.0,10506.0,3.68,99.96,0.0032969786347138257,1403,2527,3509,0.05833602659402558,0.3858695652173913,0.17119565217391305,0.08215177784307964,Low concern
BGD.3.1.22.5_1,Dhaka,Khilgaon,Ward No-26,898.5948557020918,0.3958209711084259,0.4000000000000001,0.4660408346936193,0.7395033732711022,0.4000000000000001,0.5452425145223334,Moderate stress,15243.0,65348.0,3.99,99.96,0.6410256410256411,0.5561952636656705,DSCC,43318.0,10506.0,3.68,99.96,43318.0,10506.0,3.68,99.96,0.0032969786347138257,1403,2527,3509,0.05833602659402558,0.6141304347826086,0.17119565217391305,0.13074860417278872,Low concern
BGD.3.1.23.1_1,Dhaka,Khilkhet,Dakshinkhan (part),85.81277495647257,0.0842092569337304,0.9310260186548848,0.0430973410889696,0.157326251281639,0.9310260186548848,0.3050596290478827,Low stress,,,,,,0.3050596290478827,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.03804347826086957,0.5027173913043478,0.02378416103438143,Low concern
BGD.3.1.23.2_1,Dhaka,Khilkhet,Dumni,61.14477620705127,0.0712290515212274,0.9854758291784088,0.0302609734838369,0.1330756269111874,0.9854758291784088,0.3050498161070526,Low stress,,,,,,0.3050498161070526,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.03260869565217391,0.5027173913043478,0.020386423743755506,Low concern
BGD.3.1.23.3_1,Dhaka,Khilkhet,Ward No-17 (Part),159.93841135550286,0.261251849357646,0.778084714548803,0.0816697412032948,0.4880909248751536,0.778084714548803,0.3980208988248225,Moderate stress,,,,,,0.3980208988248225,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.125,0.5027173913043478,0.07814795768439611,Low concern
BGD.3.1.24.1_1,Dhaka,Kotwali,Ward No-68 (Part),665.1050650177563,0.4690917992656058,0.9166666666666666,0.3445408777771743,0.8763936053193666,0.9166666666666666,0.6737207796393146,High stress,,,,,,0.6737207796393146,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.9402173913043478,0.5027173913043478,0.5878085512782838,Moderate concern
BGD.3.1.24.2_1,Dhaka,Kotwali,Ward No-71 (Part),783.871287693487,0.3547504672897196,0.6670908111974161,0.4063426845968088,0.6627722793353102,0.6670908111974161,0.561280074405436,Moderate stress,,,,,,0.561280074405436,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.6467391304347826,0.5027173913043478,0.4043307375844843,Moderate concern
BGD.3.1.24.3_1,Dhaka,Kotwali,Ward No-72,719.3339772676647,0.4866857142857142,0.6670908111974161,0.3727597154517399,0.9092639190624232,0.6670908111974161,0.6341189606518981,Moderate stress,7459.0,27574.0,3.7,99.94,0.3931623931623931,0.5698325210456766,DSCC,27574.0,7459.0,3.7,99.94,27574.0,7459.0,3.7,99.94,0.002098686201431253,893,1608,2234,0.05831580474359904,0.6739130434782609,0.09239130434782608,0.07743167793123715,Low concern
BGD.3.1.24.4_1,Dhaka,Kotwali,Ward No-73,502.7652146625461,0.3358390348197924,0.9931506849315068,0.2600648723545379,0.6274404775216339,0.9931506849315068,0.5719177873072637,Moderate stress,12054.0,46137.0,3.79,99.92,0.4700854700854699,0.5405300557078921,DSCC,46137.0,12054.0,3.79,99.92,46137.0,12054.0,3.79,99.92,0.0035115356957798553,1495,2691,3738,0.058326289095519866,0.5434782608695652,0.21195652173913043,0.14325595063179547,Low concern
BGD.3.1.25.1_1,Dhaka,Lalbagh,Ward No-56 (Part),1253.5221860658871,0.2330702797202797,0.6670908111974161,0.6507326587827104,0.4354399353317064,0.6670908111974161,0.5794697436785354,Moderate stress,,,,,,0.5794697436785354,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.7282608695652174,0.5027173913043478,0.45529679694387304,Moderate concern
BGD.3.1.25.2_1,Dhaka,Lalbagh,Ward No-59,713.0949704960507,0.3850956318914333,0.0,0.3695131535711078,0.7194654644452199,0.0,0.3996181739842701,Moderate stress,14098.0,57413.0,4.06,99.89,0.7008547008547004,0.4493669100321328,DSCC,57413.0,14098.0,4.06,99.89,57413.0,14098.0,4.06,99.89,0.004369763940043974,1860,3349,4651,0.058331736714681344,0.22282608695652173,0.2554347826086957,0.07078313253012049,Low concern
BGD.3.1.25.3_1,Dhaka,Lalbagh,Ward No-60,743.4827752297972,0.4798873515745998,0.8181818181818182,0.3853259090458303,0.8965626916779538,0.8181818181818182,0.6724727602510705,Moderate stress,27110.0,108822.0,4.02,99.97,0.6666666666666662,0.6559744380552259,DSCC,108822.0,27110.0,4.02,99.97,108822.0,27110.0,4.02,99.97,0.008282557112212659,3526,6348,8817,0.058333792799250155,0.9239130434782609,0.8532608695652174,0.9803849544519542,High concern
BGD.3.1.25.4_1,Dhaka,Lalbagh,Ward No-61,1192.0013079874311,0.45029609030837,0.6670908111974161,0.6187193359985046,0.8412780071286625,0.6670908111974161,0.7087077396937878,High stress,21680.0,89085.0,4.06,99.96,0.7008547008547004,0.7004603717920656,DSCC,89085.0,21680.0,4.06,99.96,89085.0,21680.0,4.06,99.96,0.0067803532405346775,2887,5197,7218,0.05833754279620587,0.9619565217391305,0.7934782608695652,0.9492359682632971,High concern
BGD.3.1.25.5_1,Dhaka,Lalbagh,Ward No-62,955.5652256250024,0.3167900898652022,0.7777777777777778,0.4956862314831756,0.5918517642411638,0.7777777777777778,0.599867054522122,Moderate stress,23988.0,96852.0,3.97,99.93,0.6239316239316239,0.6017950024212828,DSCC,96852.0,23988.0,3.97,99.93,96852.0,23988.0,3.97,99.93,0.007371507796511922,3138,5650,7847,0.05833643084293561,0.8097826086956522,0.8369565217391305,0.8428592418454306,High concern
BGD.3.1.25.6_1,Dhaka,Lalbagh,Ward No-91,260.5333717998937,0.4235497063142438,0.9519230769230772,0.1340158558842951,0.7913083424818581,0.9519230769230772,0.5685450314531377,Moderate stress,,,,,,0.5685450314531377,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.6684782608695652,0.5027173913043478,0.41792168674698793,Moderate concern
BGD.3.1.25.7_1,Dhaka,Lalbagh,Ward No-92,282.2351601705967,0.4104448395217119,0.8292682926829269,0.1453087108923112,0.7668248160729172,0.8292682926829269,0.5338292431531773,Moderate stress,,,,,,0.5338292431531773,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.5163043478260869,0.5027173913043478,0.3227850426094622,Low concern
BGD.3.1.26.1_1,Dhaka,Mirpur,Ward No-07 (Part),1547.5918076812704,0.3609153916628493,0.0,0.8037562503152774,0.6742900681910247,0.0,0.5575040239929696,Moderate stress,,,,,,0.5575040239929696,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.625,0.5027173913043478,0.39073978842198054,Moderate concern
BGD.3.1.26.2_1,Dhaka,Mirpur,Ward No-11,581.2097339757116,0.3637243237299318,0.7727272727272727,0.3008846687531145,0.679537932479468,0.7727272727272727,0.5513739620508777,Moderate stress,14013.0,55653.0,3.93,99.56,0.5897435897435898,0.5476882896776296,DNCC,114884.0,30763.0,3.7,99.94,114884.0,30763.0,3.7,99.94,0.008743942321216657,3723,6702,9308,0.05833710525399533,0.5815217391304348,0.8614130434782609,0.6229613576256244,Moderate concern
BGD.3.1.26.2_1,Dhaka,Mirpur,Ward No-11,581.2097339757116,0.3637243237299318,0.7727272727272727,0.3008846687531145,0.679537932479468,0.7727272727272727,0.5513739620508777,Moderate stress,30763.0,114884.0,3.7,99.94,0.3931623931623931,0.5083720503613902,DNCC,114884.0,30763.0,3.7,99.94,114884.0,30763.0,3.7,99.94,0.008743942321216657,3723,6702,9308,0.05833710525399533,0.4076086956521739,0.8614130434782609,0.4366551572142227,Moderate concern
BGD.3.1.26.3_1,Dhaka,Mirpur,Ward No-12,597.1200356646925,0.381764746703678,0.8333333333333334,0.3091638357525499,0.7132424469395378,0.8333333333333334,0.5816337240631915,Moderate stress,14615.0,56118.0,3.81,99.96,0.487179487179487,0.550620518350841,DNCC,135408.0,34790.0,3.85,99.93,135408.0,34790.0,3.85,99.93,0.010306045592347978,4388,7899,10971,0.05833481035093938,0.592391304347826,0.9320652173913043,0.6866551572142227,High concern
BGD.3.1.26.3_1,Dhaka,Mirpur,Ward No-12,597.1200356646925,0.381764746703678,0.8333333333333334,0.3091638357525499,0.7132424469395378,0.8333333333333334,0.5816337240631915,Moderate stress,34790.0,135408.0,3.85,99.93,0.5213675213675213,0.5574581251884478,DNCC,135408.0,34790.0,3.85,99.93,135408.0,34790.0,3.85,99.93,0.010306045592347978,4388,7899,10971,0.05833481035093938,0.6195652173913043,0.9320652173913043,0.7181531002057008,High concern
BGD.3.1.26.4_1,Dhaka,Mirpur,Ward No-13,1017.7461022913728,0.4362010768899418,0.0,0.5280429945512648,0.8149446121596177,0.0,0.4964478120763721,Moderate stress,11961.0,52585.0,4.11,99.91,0.7435897435897437,0.5372691498507958,DNCC,173323.0,45362.0,3.79,99.98,173323.0,45362.0,3.79,99.98,0.013191796202606408,5617,10111,14043,0.058336170040906285,0.5271739130434783,0.9755434782608695,0.6395643549808991,Moderate concern
BGD.3.1.26.4_1,Dhaka,Mirpur,Ward No-13,1017.7461022913728,0.4362010768899418,0.0,0.5280429945512648,0.8149446121596177,0.0,0.4964478120763721,Moderate stress,45362.0,173323.0,3.79,99.98,0.4700854700854699,0.4825682951499411,DNCC,173323.0,45362.0,3.79,99.98,173323.0,45362.0,3.79,99.98,0.013191796202606408,5617,10111,14043,0.058336170040906285,0.3423913043478261,0.9755434782608695,0.41538715838965623,Moderate concern
BGD.3.1.26.5_1,Dhaka,Mirpur,Ward No-14 (part),1003.3442914954512,0.4400706782106782,0.6670908111974161,0.5205487936866586,0.8221741008395265,0.6670908111974161,0.6627531555678516,High stress,,,,,,0.6627531555678516,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.9293478260869565,0.5027173913043478,0.581013076697032,Moderate concern
BGD.3.1.27.1_1,Dhaka,Mohammadpur,Ward No-42,927.10946119897,0.4252641412283928,0.4285714285714285,0.4808788425106033,0.7945113824792503,0.4285714285714285,0.5775733780148361,Moderate stress,7838.0,29684.0,3.78,99.98,0.4615384615384612,0.5449574185205017,DNCC,19674.0,5024.0,3.94,99.94,19674.0,5024.0,3.94,99.94,0.0014974088752795559,637,1147,1594,0.05830029480532683,0.5652173913043478,0.029891304347826088,0.02101087275933,Low concern
BGD.3.1.27.1_1,Dhaka,Mohammadpur,Ward No-42,927.10946119897,0.4252641412283928,0.4285714285714285,0.4808788425106033,0.7945113824792503,0.4285714285714285,0.5775733780148361,Moderate stress,5024.0,19674.0,3.94,99.94,0.598290598290598,0.572307845870929,DNCC,19674.0,5024.0,3.94,99.94,19674.0,5024.0,3.94,99.94,0.0014974088752795559,637,1147,1594,0.05830029480532683,0.6847826086956522,0.029891304347826088,0.025455480458419045,Low concern
BGD.3.1.27.2_1,Dhaka,Mohammadpur,Ward No-44,995.6870441078066,0.3756094439901881,0.8,0.5165642287728326,0.7017426340130426,0.8,0.652235613413698,Moderate stress,6877.0,26971.0,3.87,99.54,0.5384615384615384,0.6239254462660597,DNCC,31861.0,8230.0,3.81,99.91,31861.0,8230.0,3.81,99.91,0.0024249742896859778,1032,1858,2581,0.05831580929663225,0.8586956521739131,0.12228260869565218,0.13058330884513664,Low concern
BGD.3.1.27.2_1,Dhaka,Mohammadpur,Ward No-44,995.6870441078066,0.3756094439901881,0.8,0.5165642287728326,0.7017426340130426,0.8,0.652235613413698,Moderate stress,8230.0,31861.0,3.81,99.91,0.487179487179487,0.6136690360096495,DNCC,31861.0,8230.0,3.81,99.91,31861.0,8230.0,3.81,99.91,0.0024249742896859778,1032,1858,2581,0.05831580929663225,0.8260869565217391,0.12228260869565218,0.1256244490155745,Low concern
BGD.3.1.27.3_1,Dhaka,Mohammadpur,Ward No-45,762.9810455266816,0.3142470102411629,1.0,0.3954721299751191,0.5871005860627876,1.0,0.6136740571120233,Moderate stress,13459.0,52639.0,3.92,99.91,0.581196581196581,0.6014297082463048,DNCC,50260.0,13612.0,3.62,99.87,50260.0,13612.0,3.62,99.87,0.0038253415711878864,1628,2932,4072,0.058336649423000396,0.8043478260869565,0.22010869565217392,0.22017337643255952,Low concern
BGD.3.1.27.3_1,Dhaka,Mohammadpur,Ward No-45,762.9810455266816,0.3142470102411629,1.0,0.3954721299751191,0.5871005860627876,1.0,0.6136740571120233,Moderate stress,13612.0,50260.0,3.62,99.87,0.3247863247863247,0.5501476569642536,DNCC,50260.0,13612.0,3.62,99.87,50260.0,13612.0,3.62,99.87,0.0038253415711878864,1628,2932,4072,0.058336649423000396,0.5869565217391305,0.22010869565217392,0.1606670584778137,Low concern
BGD.3.1.27.4_1,Dhaka,Mohammadpur,Ward No-46,534.0461028423977,0.2943863590772317,0.8435091879075283,0.2763423573572904,0.5499953804190356,0.8435091879075283,0.5139126230664607,Moderate stress,10586.0,43510.0,3.82,99.95,0.4957264957264954,0.5020658069066153,DNCC,44028.0,12043.0,3.62,99.83,44028.0,12043.0,3.62,99.83,0.003351017483013535,1426,2568,3567,0.0583265194875988,0.3804347826086957,0.1875,0.08870849250661181,Low concern
BGD.3.1.27.4_1,Dhaka,Mohammadpur,Ward No-46,534.0461028423977,0.2943863590772317,0.8435091879075283,0.2763423573572904,0.5499953804190356,0.8435091879075283,0.5139126230664607,Moderate stress,12043.0,44028.0,3.62,99.83,0.3247863247863247,0.4678777727185811,DNCC,44028.0,12043.0,3.62,99.83,44028.0,12043.0,3.62,99.83,0.003351017483013535,1426,2568,3567,0.0583265194875988,0.2826086956521739,0.1875,0.06589773729062592,Low concern
BGD.3.1.27.5_1,Dhaka,Mohammadpur,Ward No-47(part),493.9836397321529,0.2586655464106082,0.9805068226120858,0.2554952465367488,0.4832589935394297,0.9805068226120858,0.5164654520065214,Moderate stress,,,,,,0.5164654520065214,DNCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.44565217391304346,0.5027173913043478,0.27861445783132527,Low concern
BGD.3.1.27.6_1,Dhaka,Mohammadpur,Ward No-51(part),516.481319489771,0.2993770918367346,0.6670908111974161,0.267202255709437,0.5593194536241817,0.6670908111974161,0.4694154138515924,Moderate stress,,,,,,0.4694154138515924,DSCC,,,,,64277.0,,,,0.004892190214310461,2083,3749,5208,0.058325684148295656,0.28804347826086957,0.5027173913043478,0.18008007640317367,Low concern
BGD.3.1.28.1_1,Dhaka,Motijheel,Ward No-31,541.8436338915217,0.4058584233509537,0.4,0.2803999210038485,0.7582561184114389,0.4,0.477549609845543,Moderate stress,5124.0,20255.0,3.89,99.75,0.5555555555555555,0.4788151130653178,DSCC,20255.0,5124.0,3.89,99.75,20255.0,5124.0,3.89,99.75,0.0015416293976205859,656,1181,1641,0.05830659096519378,0.33152173913043476,0.04619565217391304,0.019045694975022037,Low concern
BGD.3.1.28.1_1,Dhaka,Motijheel,Ward No-31,541.8436338915217,0.4058584233509537,0.4,0.2803999210038485,0.7582561184114389,0.4,0.477549609845543,Moderate stress,13719.0,49049.0,3.52,99.96,0.2393162393162391,0.4155672498174545,DSCC,20255.0,5124.0,3.89,99.75,20255.0,5124.0,3.89,99.75,0.0015416293976205859,656,1181,1641,0.05830659096519378,0.16304347826086957,0.04619565217391304,0.009366735233617397,Low concern
BGD.3.1.28.2_1,Dhaka,Motijheel,Ward No-32,440.5317206430126,0.3224256923732425,0.9333333333333336,0.2276807290480081,0.6023806330210074,0.9333333333333336,0.5352388465098893,Moderate stress,7723.0,32307.0,4.24,99.95,0.8547008547008548,0.5878902510288924,DSCC,32307.0,7723.0,4.24,99.95,32307.0,7723.0,4.24,99.95,0.002458919819744669,1047,1884,2617,0.058315535332899994,0.7717391304347826,0.1331521739130435,0.12779165442256832,Low concern
BGD.3.1.28.2_1,Dhaka,Motijheel,Ward No-32,440.5317206430126,0.3224256923732425,0.9333333333333336,0.2276807290480081,0.6023806330210074,0.9333333333333336,0.5352388465098893,Moderate stress,20110.0,73265.0,3.58,99.97,0.2905982905982905,0.4750697382083795,DSCC,32307.0,7723.0,4.24,99.95,32307.0,7723.0,4.24,99.95,0.002458919819744669,1047,1884,2617,0.058315535332899994,0.32065217391304346,0.1331521739130435,0.053096532471348816,Low concern
BGD.3.1.28.3_1,Dhaka,Motijheel,Ward No-33,588.1998229019408,0.2743475993804853,0.4,0.3045220676341952,0.5125574186293513,0.4,0.401203923573951,Moderate stress,16148.0,64566.0,3.9,99.96,0.5641025641025639,0.4275425911498189,DSCC,64566.0,16148.0,3.9,99.96,64566.0,16148.0,3.9,99.96,0.004914186308900061,2092,3766,5231,0.05832791252361924,0.19021739130434784,0.7255434782608695,0.1716316485454011,Low concern
BGD.3.1.28.3_1,Dhaka,Motijheel,Ward No-33,588.1998229019408,0.2743475993804853,0.4,0.3045220676341952,0.5125574186293513,0.4,0.401203923573951,Moderate stress,71144.0,266851.0,3.68,99.94,0.376068376068376,0.3899357535429814,DSCC,64566.0,16148.0,3.9,99.96,64566.0,16148.0,3.9,99.96,0.004914186308900061,2092,3766,5231,0.05832791252361924,0.10869565217391304,0.7255434782608695,0.09807522774022921,Low concern
BGD.3.1.28.4_1,Dhaka,Motijheel,Ward No-34,697.3839520985948,0.3389292381812706,0.7777777777777778,0.3613376866575027,0.6332138346116019,0.7777777777777778,0.5606043612215061,Moderate stress,10415.0,44877.0,4.06,99.9,0.7008547008547004,0.5804981447095221,DSCC,44877.0,10415.0,4.06,99.9,44877.0,10415.0,4.06,99.9,0.003415635767811357,1454,2618,3636,0.05833723288098581,0.7391304347826086,0.20380434782608695,0.18733470467234792,Low concern
BGD.3.1.28.4_1,Dhaka,Motijheel,Ward No-34,697.3839520985948,0.3389292381812706,0.7777777777777778,0.3613376866575027,0.6332138346116019,0.7777777777777778,0.5606043612215061,Moderate stress,35448.0,125955.0,3.62,99.95,0.3247863247863247,0.5052844694958469,DSCC,44877.0,10415.0,4.06,99.9,44877.0,10415.0,4.06,99.9,0.003415635767811357,1454,2618,3636,0.05833723288098581,0.3967391304347826,0.20380434782608695,0.10055465765501027,Low concern
BGD.3.1.28.5_1,Dhaka,Motijheel,Ward No-35,673.4117262936127,0.4039991908006815,1.0,0.3488633750657196,0.7547825562634518,1.0,0.653719244718496,Moderate stress,6105.0,25440.0,4.01,100.0,0.6581196581196578,0.6424217519627964,DSCC,25440.0,6105.0,4.01,100.0,25440.0,6105.0,4.01,100.0,0.0019362652123163517,824,1484,2061,0.058333333333333334,0.907608695652174,0.07336956521739131,0.08281295915368794,Low concern
BGD.3.1.28.5_1,Dhaka,Motijheel,Ward No-35,673.4117262936127,0.4039991908006815,1.0,0.3488633750657196,0.7547825562634518,1.0,0.653719244718496,Moderate stress,21848.0,79707.0,3.67,99.74,0.3675213675213673,0.5843020938431382,DSCC,25440.0,6105.0,4.01,100.0,25440.0,6105.0,4.01,100.0,0.0019362652123163517,824,1484,2061,0.058333333333333334,0.7663043478260869,0.07336956521739131,0.06991992359682633,Low concern
