GID_4,NAME_2,NAME_3,NAME_4,pop,builtup,flood,pop_norm,builtup_norm,flood_norm,ASI,stress_tier,city_corp,hh_total,pop_total,hh_size,elec_coverage,hh_size_norm,ASI_updated,corp_spatial
BGD.3.2.9.4_1,Faridpur,Saltha,Gatti,7.873567440166949,0.0179880170819065,0.1674454828660441,0.002540491354433,0.033606605716917,0.1674454828660441,0.0546398792592051,Low stress,,,,,,,0.0546398792592051,
BGD.3.2.9.5_1,Faridpur,Saltha,Jadunandi,7.2025063757196754,0.0138351301898722,0.0462555066079296,0.0021912945429592,0.0258478610074774,0.0462555066079296,0.0214871458217832,Low stress,,,,,,,0.0214871458217832,
BGD.3.2.9.6_1,Faridpur,Saltha,Majhardia,7.396136405433051,0.0201621707423681,0.2507619839290669,0.0022920528681903,0.0376685278566629,0.2507619839290669,0.0767913018793748,Low stress,,,,,,,0.0767913018793748,
BGD.3.2.9.7_1,Faridpur,Saltha,Ramkantapur,7.261431823982995,0.0195463759450445,0.3258581235697948,0.0022219572944409,0.0365180523561143,0.3258581235697948,0.0951346321348651,Low stress,,,,,,,0.0951346321348651,
BGD.3.2.9.8_1,Faridpur,Saltha,Sonapur,7.385827310801611,0.0136255831889009,0.3370860927152324,0.0022866883743085,0.0254563690821174,0.3370860927152324,0.0940959277072726,Low stress,,,,,,,0.0940959277072726,
BGD.3.3.1.1_1,Gazipur,Gazipur Sadar,Baria,18.21638072781169,0.0172246509414287,0.9161718131433072,0.0079225312507408,0.0321804260116238,0.9161718131433072,0.2434751148901915,Low stress,,,,,,,0.2434751148901915,
BGD.3.3.1.2_1,Gazipur,Gazipur Sadar,Basan,102.51104090006076,0.1416940587223527,0.9805281014898936,0.0517865372494483,0.264723807089419,0.9805281014898936,0.3584999727535494,Moderate stress,,,,,,,0.3584999727535494,
BGD.3.3.1.3_1,Gazipur,Gazipur Sadar,Gachha,119.46766856149092,0.1833596207664176,0.9600503302925448,0.0606101758516914,0.3425666348570823,0.9600503302925448,0.3841549751137916,Moderate stress,,,,,,,0.3841549751137916,
BGD.3.3.1.4_1,Gazipur,Gazipur Sadar,Gazipur Paurashava,57.82419263333594,0.1041949685697959,0.4883449883449891,0.028533057415381,0.1946651045786399,0.4883449883449891,0.2016322566549236,Low stress,,,,,,,0.2016322566549236,
BGD.3.3.1.5_1,Gazipur,Gazipur Sadar,Kashimpur,50.74929651027425,0.1377400111601096,0.9297562973581818,0.0248515278220702,0.2573365494053076,0.9297562973581818,0.3324474777602312,Moderate stress,,,,,,,0.3324474777602312,
BGD.3.3.1.6_1,Gazipur,Gazipur Sadar,Kayaltia,42.57672207687614,0.0631143125687493,0.9564307600328812,0.0205988046574127,0.1179150435500593,0.9564307600328812,0.2886174771137061,Low stress,,,,,,,0.2886174771137061,
BGD.3.3.1.7_1,Gazipur,Gazipur Sadar,Konabari,74.88050003487665,0.1716396907027146,0.9804613297150612,0.0374085658835115,0.3206705544338051,0.9804613297150612,0.3723134528340017,Moderate stress,,,,,,,0.3723134528340017,
BGD.3.3.1.8_1,Gazipur,Gazipur Sadar,Mirzapur,44.06218952921692,0.0676985476148905,0.8844145294185901,0.0213717901953722,0.1264796662657173,0.8844145294185901,0.2739202316257975,Low stress,,,,,,,0.2739202316257975,
BGD.3.3.1.9_1,Gazipur,Gazipur Sadar,Pubail,42.40541531531381,0.0516436031917621,0.8903921747874557,0.0205096625836273,0.0964845765024433,0.8903921747874557,0.26457151050617,Low stress,,,,,,,0.26457151050617,
BGD.3.3.1.10_1,Gazipur,Gazipur Sadar,Tongi Paurashava,193.1710546880796,0.225753776836312,0.9437278418948468,0.098962851627067,0.4217706783742225,0.9437278418948468,0.4231368385555164,Moderate stress,,,,,,,0.4231368385555164,
BGD.3.3.2.1_1,Gazipur,Kaliakair,Atabaha,30.297658573618097,0.0726047147901285,0.7230383973288819,0.0142092075694736,0.1356457475012833,0.7230383973288819,0.2339192939854591,Low stress,,,,,,,0.2339192939854591,
BGD.3.3.2.2_1,Gazipur,Kaliakair,Boali,11.346843305513383,0.0217758465329937,0.9798229138717454,0.0043478631746812,0.0406833218611136,0.9798229138717454,0.2609340363891986,Low stress,,,,,,,0.2609340363891986,
BGD.3.3.2.3_1,Gazipur,Kaliakair,Chapair,12.229915792278748,0.0171715271418806,0.929703832752612,0.0048073833480542,0.0320811760177268,0.929703832752612,0.2455773231335791,Low stress,,,,,,,0.2455773231335791,
BGD.3.3.2.4_1,Gazipur,Kaliakair,Dhaljora,12.792758552897622,0.0257315729904437,0.4941425004801235,0.005100267122396,0.0480737161871907,0.4941425004801235,0.142401532634506,Low stress,,,,,,,0.142401532634506,
BGD.3.3.2.5_1,Gazipur,Kaliakair,Fulbaria,8.430314204778837,0.0218863610602166,0.9011660188783984,0.0028302029847165,0.040889793654278,0.9011660188783984,0.2407350136924835,Low stress,,,,,,,0.2407350136924835,
BGD.3.3.2.6_1,Gazipur,Kaliakair,Kaliakair Paurashava,57.563040300109215,0.1225553287482806,0.8050770625566638,0.0283971628345401,0.2289673504865319,0.8050770625566638,0.2927667034432681,Low stress,,,,,,,0.2927667034432681,
BGD.3.3.2.7_1,Gazipur,Kaliakair,Madhyapara,17.40698303729501,0.0285043866380192,0.9798272837673696,0.0075013488759663,0.053254101248882,0.9798272837673696,0.2665962959293376,Low stress,,,,,,,0.2665962959293376,
BGD.3.3.2.8_1,Gazipur,Kaliakair,Mouchak,47.27998900059426,0.1153444631265812,0.9211101996171728,0.023046220995932,0.2154954532383423,0.9211101996171728,0.3149194469360858,Low stress,,,,,,,0.3149194469360858,
BGD.3.3.2.9_1,Gazipur,Kaliakair,Sreefaltali,26.388142315398465,0.0492133166938073,0.6688665710186521,0.0121748314387416,0.0919441271719795,0.6688665710186521,0.2042670198403525,Low stress,,,,,,,0.2042670198403525,
BGD.3.3.2.10_1,Gazipur,Kaliakair,Sutrapur,32.65699461566998,0.0626372075505139,0.6263657957244662,0.0154369238932604,0.1170236790288677,0.6263657957244662,0.2037245061485244,Low stress,,,,,,,0.2037245061485244,
BGD.3.3.4.1_1,Gazipur,Kaliganj,Bahadursadi,25.73921793036037,0.0351183505811176,0.7329523809523814,0.0118371537844293,0.0656108205831765,0.7329523809523814,0.2109367439559788,Low stress,,,,,,,0.2109367439559788,
BGD.3.3.4.2_1,Gazipur,Kaliganj,Baktarpur,13.914302403857716,0.0179626660920778,0.8896051067025417,0.005683879490081,0.0335592430356482,0.8896051067025417,0.2364205635341447,Low stress,,,,,,,0.2364205635341447,
BGD.3.3.4.3_1,Gazipur,Kaliganj,Jamalpur,24.45488045724,0.0367880277746667,0.6671368124118481,0.0111688292842747,0.0687302407428657,0.6671368124118481,0.1953073190766749,Low stress,,,,,,,0.1953073190766749,
BGD.3.3.4.4_1,Gazipur,Kaliganj,Jangalia,11.154585261912668,0.0164512154452662,0.9072262972018448,0.0042478187832503,0.0307354339567104,0.9072262972018448,0.23926310369861,Low stress,,,,,,,0.23926310369861,
BGD.3.3.4.5_1,Gazipur,Kaliganj,Moktarpur,15.514737846024216,0.0218182449473138,0.858947852056054,0.0065166903667402,0.0407625338602234,0.858947852056054,0.2316105260117877,Low stress,,,,,,,0.2316105260117877,
BGD.3.3.4.6_1,Gazipur,Kaliganj,Nagari,12.067275554291912,0.0291929928949357,0.8702185792349731,0.0047227510313676,0.0545406087535737,0.8702185792349731,0.2385329582850411,Low stress,,,,,,,0.2385329582850411,
BGD.3.3.4.7_1,Gazipur,Kaliganj,Tumulia,12.47471448621432,0.0289619314448761,0.6056964842011575,0.0049347680644445,0.0541089218692899,0.6056964842011575,0.1723361509303186,Low stress,,,,,,,0.1723361509303186,
BGD.3.3.3.1_1,Gazipur,Kaliganj Paurashava,Kaliganj,44.410402195944286,0.0624895232000718,0.9520715861730816,0.0215529879423107,0.1167477636951616,0.9520715861730816,0.2875008090135013,Low stress,,,,,,,0.2875008090135013,
BGD.3.3.5.1_1,Gazipur,Kapasia,Barishaba,9.653117627413511,0.021223391405737,0.8390770152831888,0.0034665073076248,0.039651182434435,0.8390770152831888,0.2250337705958993,Low stress,,,,,,,0.2250337705958993,
BGD.3.3.5.2_1,Gazipur,Kapasia,Chandpur,9.528979434089464,0.0171970099688551,0.6076409945421476,0.0034019101143327,0.032128785007355,0.6076409945421476,0.1645160874338442,Low stress,,,,,,,0.1645160874338442,
BGD.3.3.5.3_1,Gazipur,Kapasia,Durgapur,12.907658355349705,0.0233518361471796,0.9301738226117964,0.0051600569787607,0.0436277076339722,0.9301738226117964,0.2498771761163437,Low stress,,,,,,,0.2498771761163437,
BGD.3.3.5.4_1,Gazipur,Kapasia,Ghagotia,12.32458001963967,0.0224199605351099,0.878472222222223,0.0048566433157477,0.0418867054918551,0.878472222222223,0.2362210598040041,Low stress,,,,,,,0.2362210598040041,
BGD.3.3.5.5_1,Gazipur,Kapasia,Kapasia,16.545315955384996,0.0293965650657968,0.8988995873452548,0.00705296732994,0.0549209380388926,0.8988995873452548,0.2467684120819021,Low stress,,,,,,,0.2467684120819021,
BGD.3.3.5.6_1,Gazipur,Kapasia,Karihata,11.142557461563452,0.0150910170015455,0.8477250083028897,0.0042415599347587,0.0281942059499355,0.8477250083028897,0.2234958481321033,Low stress,,,,,,,0.2234958481321033,
BGD.3.3.5.7_1,Gazipur,Kapasia,Rayed,9.711480144902694,0.0168660155477555,0.9158174568010636,0.003496877129533,0.0315103956121402,0.9158174568010636,0.2413817535163282,Low stress,,,,,,,0.2413817535163282,
BGD.3.3.5.8_1,Gazipur,Kapasia,Sanmania,13.255824245218427,0.0202148310569325,0.9083466453674124,0.0053412303846507,0.0377669119320413,0.9083466453674124,0.2424415726719279,Low stress,,,,,,,0.2424415726719279,
BGD.3.3.5.9_1,Gazipur,Kapasia,Singasree,11.847063786026249,0.0194634623305302,0.936787787572565,0.0046081604949747,0.0363631467242785,0.936787787572565,0.2487673124446286,Low stress,,,,,,,0.2487673124446286,
BGD.3.3.5.10_1,Gazipur,Kapasia,Targaon,14.648065174726003,0.0183975902584395,0.9149018097805162,0.0060657040862918,0.0343718020247309,0.9149018097805162,0.2431818647883016,Low stress,,,,,,,0.2431818647883016,
BGD.3.3.5.11_1,Gazipur,Kapasia,Toke,10.076108966786952,0.0195843862894858,0.8990077958894405,0.0036866172720017,0.0365890662234565,0.8990077958894405,0.2390327690593706,Low stress,,,,,,,0.2390327690593706,
BGD.3.3.6.1_1,Gazipur,Sreepur,Barmi,11.030694344468213,0.0266985449058809,0.8803783948733602,0.0041833502637158,0.0498802879595801,0.8803783948733602,0.2392260396096794,Low stress,,,,,,,0.2392260396096794,
BGD.3.3.6.2_1,Gazipur,Sreepur,Gazipur,13.98437450249817,0.0573176825039227,0.4617834394904461,0.0057203425702907,0.1070853306257036,0.4617834394904461,0.155213862619724,Low stress,,,,,,,0.155213862619724,
BGD.3.3.6.3_1,Gazipur,Sreepur,Gosinga,9.835017766878044,0.0163208472883007,0.9587061252580868,0.0035611618064072,0.0304918700758651,0.9587061252580868,0.2517731505636374,Low stress,,,,,,,0.2517731505636374,
BGD.3.3.6.4_1,Gazipur,Sreepur,Kaoraid,8.003778258255135,0.0165497691010824,0.9298135868885274,0.0026082485302024,0.0309195595241865,0.9298135868885274,0.2443185419676781,Low stress,,,,,,,0.2443185419676781,
BGD.3.3.6.5_1,Gazipur,Sreepur,Maona,11.139212140622842,0.0352375849111548,0.6192946058091291,0.0042398191462259,0.0658335833868382,0.6192946058091291,0.179561333296166,Low stress,,,,,,,0.179561333296166,
BGD.3.3.6.6_1,Gazipur,Sreepur,Prahladpur,10.71367462184883,0.0150700175963303,0.8787017294479983,0.0040183842387473,0.0281549732358379,0.8787017294479983,0.2311370266900418,Low stress,,,,,,,0.2311370266900418,
BGD.3.3.6.7_1,Gazipur,Sreepur,Rajabari,12.16248004127788,0.0273008815546721,0.3289817232375986,0.004772292131358,0.0510056199054306,0.3289817232375986,0.1020063146288436,Low stress,,,,,,,0.1020063146288436,
BGD.3.3.6.8_1,Gazipur,Sreepur,Sreepur Paurashava,30.12816117459178,0.1172514231695095,0.6449275362318847,0.0141210070249496,0.219058183582037,0.6449275362318847,0.243550651121664,Low stress,,,,,,,0.243550651121664,
BGD.3.3.6.9_1,Gazipur,Sreepur,Telihati,18.42570523911896,0.0652396926132836,0.7286432160804021,0.0080314564377088,0.1218858430456365,0.7286432160804021,0.2280334316611568,Low stress,,,,,,,0.2280334316611568,
BGD.3.4.1.1_1,Gopalganj,Gopalganj Sadar,Baultali,6.510385963317426,0.0168289025594491,0.4245142002989545,0.0018311391800999,0.0314410582549813,0.4245142002989545,0.117865376136022,Low stress,,,,,,,0.117865376136022,
BGD.3.4.1.2_1,Gopalganj,Gopalganj Sadar,Borasi,8.346479210328939,0.0212714684427529,0.0458015267175573,0.002786578172754,0.0397410036759689,0.0458015267175573,0.0264743642350801,Low stress,,,,,,,0.0264743642350801,
BGD.3.4.1.3_1,Gopalganj,Gopalganj Sadar,Chandra Dighalia,5.873907668213226,0.0203544687310261,0.0069444444444444,0.0014999380376141,0.0380277938422109,0.0069444444444444,0.0156458141709306,Low stress,,,,,,,0.0156458141709306,
BGD.3.4.1.4_1,Gopalganj,Gopalganj Sadar,Durgapur,12.087131938115268,0.0357722285993406,0.3376455368693409,0.0047330836021065,0.0668324461045066,0.3376455368693409,0.1096959737947551,Low stress,,,,,,,0.1096959737947551,
BGD.3.4.1.5_1,Gopalganj,Gopalganj Sadar,Gobra,10.676088185642076,0.0191890224969655,0.9551712558764271,0.0039988255661117,0.0358504169866076,0.9551712558764271,0.2529399901408641,Low stress,,,,,,,0.2529399901408641,
BGD.3.4.1.6_1,Gopalganj,Gopalganj Sadar,Gopalganj Paurashava,24.78775177969213,0.0897050390482248,0.9275875639512003,0.0113420439298407,0.1675938967806904,0.9275875639512003,0.295091572432978,Low stress,,,,,,,0.295091572432978,
BGD.3.4.1.7_1,Gopalganj,Gopalganj Sadar,Gopinathpur,5.384964422967915,0.0181659208846143,0.0808080808080809,0.0012455089978785,0.0339389793702172,0.0808080808080809,0.0325788665807476,Low stress,,,,,,,0.0325788665807476,
BGD.3.4.1.8_1,Gopalganj,Gopalganj Sadar,Haridaspur,9.318956430018307,0.0181190754597985,0.8255431204739965,0.0032926214560521,0.0338514591219176,0.8255431204739965,0.2195508393935911,Low stress,,,,,,,0.2195508393935911,
BGD.3.4.1.9_1,Gopalganj,Gopalganj Sadar,Jalalabad,5.61365366762042,0.0106004361328035,0.9389682445992196,0.0013645109177958,0.0198045552169739,0.9389682445992196,0.2422194598428641,Low stress,,,,,,,0.2422194598428641,
BGD.3.4.1.10_1,Gopalganj,Gopalganj Sadar,Kajulia,4.185480087457752,0.0081952095767445,0.179279530857303,0.000621339115935,0.0153109248095045,0.179279530857303,0.0504272420440263,Low stress,,,,,,,0.0504272420440263,
BGD.3.4.1.11_1,Gopalganj,Gopalganj Sadar,Karpara,5.3885805582983295,0.0145297863666653,0.3085655314757488,0.0012473907087899,0.0271456714407235,0.3085655314757488,0.0871413241567064,Low stress,,,,,,,0.0871413241567064,
BGD.3.4.1.12_1,Gopalganj,Gopalganj Sadar,Kati,4.558778577519592,0.011750577055299,0.0322580645161291,0.000815590651844,0.021953337504938,0.0322580645161291,0.0160744205164982,Low stress,,,,,,,0.0160744205164982,
BGD.3.4.1.13_1,Gopalganj,Gopalganj Sadar,Latifpur,13.297028704218327,0.0181730658320438,0.9658792650918636,0.0053626717503678,0.0339523281139969,0.9658792650918636,0.255498199813012,Low stress,,,,,,,0.255498199813012,
BGD.3.4.1.14_1,Gopalganj,Gopalganj Sadar,Majhigati,6.824016687669314,0.0210809151785714,0.002840909090909,0.0019943416883755,0.039384997319723,0.002840909090909,0.0152927130099805,Low stress,,,,,,,0.0152927130099805,
BGD.3.4.1.15_1,Gopalganj,Gopalganj Sadar,Nizra,4.954407595186749,0.0140962934774335,0.0700344431687716,0.0010214622167658,0.0263357864743503,0.0700344431687716,0.0271347209449218,Low stress,,,,,,,0.0271347209449218,
BGD.3.4.1.16_1,Gopalganj,Gopalganj Sadar,Paikkandi,6.335471773944619,0.01675770908103,0.8426966292134835,0.0017401199264932,0.0313080490884927,0.8426966292134835,0.2223280224549406,Low stress,,,,,,,0.2223280224549406,
BGD.3.4.1.17_1,Gopalganj,Gopalganj Sadar,Raghunathpur,6.170570920165364,0.0156574940315599,0.3513831665685705,0.0016543112640633,0.0292525421805884,0.3513831665685705,0.0987459059109738,Low stress,,,,,,,0.0987459059109738,
BGD.3.4.1.18_1,Gopalganj,Gopalganj Sadar,Sahapur,5.117122586557288,0.0123223476571983,0.0273396424815983,0.0011061334325103,0.0230215635962887,0.0273396424815983,0.0153349112521047,Low stress,,,,,,,0.0153349112521047,
BGD.3.4.1.19_1,Gopalganj,Gopalganj Sadar,Satpar,6.694355537852069,0.0113895429333408,0.4451594851706782,0.0019268705408347,0.02127882561562,0.4451594851706782,0.1195082084744704,Low stress,,,,,,,0.1195082084744704,
BGD.3.4.1.20_1,Gopalganj,Gopalganj Sadar,Suktail,5.4393062383331054,0.0119367827996188,0.854514088556642,0.0012737865864029,0.0223012214880968,0.854514088556642,0.2219434642945555,Low stress,,,,,,,0.2219434642945555,
BGD.3.4.1.21_1,Gopalganj,Gopalganj Sadar,Ulpur,6.778637456010464,0.0137274181944766,0.6680688336520083,0.001970727916333,0.0256466251211783,0.6680688336520083,0.1767818183719477,Low stress,,,,,,,0.1767818183719477,
BGD.3.4.1.22_1,Gopalganj,Gopalganj Sadar,Urafi,6.653559167279341,0.0126433627793917,0.9360093077370564,0.0019056415301254,0.0236213088929269,0.9360093077370564,0.2430320416588387,Low stress,,,,,,,0.2430320416588387,
BGD.3.4.2.1_1,Gopalganj,Kashiani,Bethuri,5.503326086384797,0.0166337564391771,0.0070210631895687,0.0013071002861466,0.0310764711695174,0.0070210631895687,0.0131548708211819,Low stress,,,,,,,0.0131548708211819,
BGD.3.4.2.2_1,Gopalganj,Kashiani,Fukura,6.50287083774468,0.0151807431580395,0.9619901772368088,0.0018272285704298,0.0283618392999628,0.9619901772368088,0.2511550794923611,Low stress,,,,,,,0.2511550794923611,
BGD.3.4.2.3_1,Gopalganj,Kashiani,Hatiara,4.9709225800725,0.014724589115332,0.0370994940978078,0.0010300560398457,0.0275096170127787,0.0370994940978078,0.0193152618948628,Low stress,,,,,,,0.0193152618948628,
BGD.3.4.2.4_1,Gopalganj,Kashiani,Kashiani,11.458210472039797,0.0286653869098346,0.8545204222120241,0.0044058147703171,0.0535548944174997,0.8545204222120241,0.2341366445072578,Low stress,,,,,,,0.2341366445072578,
BGD.3.4.2.5_1,Gopalganj,Kashiani,Maheshpur,6.221086206844323,0.0177280592136279,0.0719844357976655,0.0016805976602998,0.0331209323076429,0.0719844357976655,0.0302606743212113,Low stress,,,,,,,0.0302606743212113,
BGD.3.4.2.6_1,Gopalganj,Kashiani,Mamudpur,5.105976943384136,0.0240329160719383,0.0,0.0011003336278963,0.044900153862417,0.0,0.0161551873030045,Low stress,,,,,,,0.0161551873030045,
BGD.3.4.2.7_1,Gopalganj,Kashiani,Nijamkandi,4.773594502681975,0.0091635829677857,0.0223944875107666,0.0009273733793701,0.0171201149270862,0.0223944875107666,0.0119616114539198,Low stress,,,,,,,0.0119616114539198,
BGD.3.4.2.8_1,Gopalganj,Kashiani,Orakandi,4.949664136115151,0.0183993154058935,0.0,0.001018993885833,0.0343750250787244,0.0,0.0124388563318867,Low stress,,,,,,,0.0124388563318867,
BGD.3.4.2.9_1,Gopalganj,Kashiani,Parulia,4.683346206916447,0.0193459005453962,0.0505050505050506,0.0008804113087153,0.0361435086984536,0.0505050505050506,0.0256286551942075,Low stress,,,,,,,0.0256286551942075,
BGD.3.4.2.10_1,Gopalganj,Kashiani,Puisur,5.329029866833105,0.0143898718002138,0.0836653386454183,0.001216402602517,0.0268842722188205,0.0836653386454183,0.0308123909789485,Low stress,,,,,,,0.0308123909789485,
BGD.3.4.2.11_1,Gopalganj,Kashiani,Rajpat,5.558070811657199,0.0228079203029804,0.0614911606456572,0.0013355875349574,0.0426115219568097,0.0614911606456572,0.0308210578602807,Low stress,,,,,,,0.0308210578602807,
BGD.3.4.2.12_1,Gopalganj,Kashiani,Ratail,6.062120161751992,0.0139760453052049,0.9769215913480104,0.0015978772656595,0.026111129532239,0.9769215913480104,0.2540084440795501,Low stress,,,,,,,0.2540084440795501,
BGD.3.4.2.13_1,Gopalganj,Kashiani,Sajail,5.338633263567025,0.0199517799528238,0.0231362467866324,0.0012213998757854,0.0372754595001848,0.0231362467866324,0.0193190324720369,Low stress,,,,,,,0.0193190324720369,
BGD.3.4.2.14_1,Gopalganj,Kashiani,Singa,5.321169630578983,0.0096795607398066,0.0399449035812673,0.0012123124092652,0.018084104535504,0.0399449035812673,0.0168005874464493,Low stress,,,,,,,0.0168005874464493,
BGD.3.4.3.1_1,Gopalganj,Kotali Para,Amtali,5.370019426370543,0.0179757992423745,0.008443908323281,0.0012377321420366,0.0335837794034887,0.008443908323281,0.0143603927288559,Low stress,,,,,,,0.0143603927288559,
BGD.3.4.3.2_1,Gopalganj,Kotali Para,Bandhabari,6.957248863226599,0.0141739742132695,0.0127226463104325,0.0020636710733676,0.0264809156372343,0.0127226463104325,0.0132744504799872,Low stress,,,,,,,0.0132744504799872,
BGD.3.4.3.3_1,Gopalganj,Kotali Para,Ghagar,7.763500293663955,0.0310355353300522,0.5401785714285721,0.0024832162439503,0.0579829891366751,0.5401785714285721,0.1563319755525594,Low stress,,,,,,,0.1563319755525594,
BGD.3.4.3.4_1,Gopalganj,Kotali Para,Hiran,6.384851132810548,0.02190727133608,0.0480863591756625,0.001765815225449,0.0409288598500222,0.0480863591756625,0.027053016831603,Low stress,,,,,,,0.027053016831603,
BGD.3.4.3.5_1,Gopalganj,Kotali Para,Kalabari,5.124749471449037,0.0095596187794997,0.3455767077267636,0.0011101021978385,0.0178600196822045,0.3455767077267636,0.0930892246995979,Low stress,,,,,,,0.0930892246995979,
BGD.3.4.3.6_1,Gopalganj,Kotali Para,Kandi,3.1489861623677964,0.0049440038850722,0.4050199657729614,8.198376821951432e-05,0.0092367707052965,0.4050199657729614,0.1045206546973819,Low stress,,,,,,,0.1045206546973819,
BGD.3.4.3.7_1,Gopalganj,Kotali Para,Kotalipara Paurashava,19.46394115761409,0.0677515978862607,0.50462962962963,0.0085717182581359,0.1265787788885815,0.50462962962963,0.1738886673216654,Low stress,,,,,,,0.1738886673216654,
BGD.3.4.3.8_1,Gopalganj,Kotali Para,Kushla,5.564338652783176,0.0137356539719414,0.819275403339938,0.001338849101232,0.025662011838056,0.819275403339938,0.2143360946187969,Low stress,,,,,,,0.2143360946187969,
BGD.3.4.3.9_1,Gopalganj,Kotali Para,Pinjuri,4.536199432624842,0.0140579140558623,0.2511984659635674,0.0008038412510506,0.0262640830685489,0.2511984659635674,0.0723135820653042,Low stress,,,,,,,0.0723135820653042,
BGD.3.4.3.10_1,Gopalganj,Kotali Para,Radhaganj,5.920091362433421,0.0142059571882379,0.2064199732501119,0.0015239704239619,0.0265406687064316,0.2064199732501119,0.0615038155293638,Low stress,,,,,,,0.0615038155293638,
BGD.3.4.3.11_1,Gopalganj,Kotali Para,Ramshil,5.171468591181927,0.0095745272742297,0.1180447217888718,0.0011344132009795,0.0178878728859202,0.1180447217888718,0.0362257012376818,Low stress,,,,,,,0.0362257012376818,
BGD.3.4.3.12_1,Gopalganj,Kotali Para,Sadullapur,4.980725100227048,0.009717351610227,0.0843648208469049,0.0010351569300086,0.0181547083644939,0.0843648208469049,0.0278594159113025,Low stress,,,,,,,0.0278594159113025,
BGD.3.4.3.13_1,Gopalganj,Kotali Para,Suagram,3.7394680396766495,0.0069593202589489,0.1464843750000003,0.0003892499764879,0.0130019407328392,0.1464843750000003,0.041327472997089,Low stress,,,,,,,0.041327472997089,
BGD.3.4.4.1_1,Gopalganj,Muksudpur,Bahugram,5.647350622155925,0.0224214306520743,0.0020876826722338,0.0013820456396022,0.0418894520781495,0.0020876826722338,0.0157360471512516,Low stress,,,,,,,0.0157360471512516,
BGD.3.4.4.2_1,Gopalganj,Muksudpur,Banshbaria,6.40002043803652,0.0164768063733979,0.1021164021164022,0.0017737088036907,0.0307832449092871,0.1021164021164022,0.0370127197688273,Low stress,,,,,,,0.0370127197688273,
BGD.3.4.4.3_1,Gopalganj,Muksudpur,Batikamari,7.318509020645022,0.015931247655287,0.08692365835223,0.0022516582801458,0.0297639898879306,0.08692365835223,0.0330489743608915,Low stress,,,,,,,0.0330489743608915,
BGD.3.4.4.4_1,Gopalganj,Muksudpur,Bhabrasur,6.199567311509037,0.0199225545990293,0.0459587955625991,0.001669399976459,0.037220858432294,0.0459587955625991,0.0251847593325363,Low stress,,,,,,,0.0251847593325363,
BGD.3.4.4.5_1,Gopalganj,Muksudpur,Dignagar,7.224349887439383,0.0100192266639121,0.1443406022845278,0.0022026611458632,0.018718694703776,0.1443406022845278,0.0435177581757988,Low stress,,,,,,,0.0435177581757988,
BGD.3.4.4.6_1,Gopalganj,Muksudpur,Gobindapur,6.749182486742146,0.0190550655907303,0.5255591054313105,0.001955400575953,0.035600148326621,0.5255591054313105,0.1446319885025262,Low stress,,,,,,,0.1446319885025262,
BGD.3.4.4.7_1,Gopalganj,Muksudpur,Gohala,9.77942227843454,0.0130295230863149,0.5625350532809877,0.0035322318500659,0.0243427634656683,0.5625350532809877,0.1505666232732572,Low stress,,,,,,,0.1505666232732572,
BGD.3.4.4.8_1,Gopalganj,Muksudpur,Jalirpar,9.962867549627596,0.0186950031831573,0.3255753814326357,0.0036276903815981,0.0349274518693244,0.3255753814326357,0.0950695296650617,Low stress,,,,,,,0.0950695296650617,
BGD.3.4.4.9_1,Gopalganj,Muksudpur,Kasalia,6.343794927815003,0.0087779108043873,0.3029355149181912,0.0017444510059536,0.0163995723418583,0.3029355149181912,0.0821715094515797,Low stress,,,,,,,0.0821715094515797,
BGD.3.4.4.10_1,Gopalganj,Muksudpur,Khandarpar,5.704535284877057,0.0188703556080438,0.0391061452513967,0.0014118025469022,0.035255058841112,0.0391061452513967,0.0226805279259992,Low stress,,,,,,,0.0226805279259992,
BGD.3.4.4.11_1,Gopalganj,Muksudpur,Maharajpur,7.506041296544989,0.018468344334722,0.3890577507598792,0.0023492435466172,0.0345039902661399,0.3890577507598792,0.1102805317017656,Low stress,,,,,,,0.1102805317017656,
BGD.3.4.4.12_1,Gopalganj,Muksudpur,Mochna,6.38524475144139,0.0159617910865458,0.0271493212669683,0.0017660200508786,0.0298210534901544,0.0271493212669683,0.0179311070586475,Low stress,,,,,,,0.0179311070586475,
BGD.3.4.4.13_1,Gopalganj,Muksudpur,Muksudpur Paurashava,8.793633848488076,0.0285799338200005,0.7663734115347021,0.0030192618764487,0.0533952443413257,0.7663734115347021,0.211489393153719,Low stress,,,,,,,0.211489393153719,
BGD.3.4.4.14_1,Gopalganj,Muksudpur,Nanikshir,8.252273076502233,0.0152465544826009,0.1662895927601813,0.0027375565809848,0.0284847931100561,0.1662895927601813,0.0526370984109589,Low stress,,,,,,,0.0526370984109589,
BGD.3.4.4.15_1,Gopalganj,Muksudpur,Pasargati,6.544570425471611,0.0140084591803579,0.1879432624113478,0.0018489275838959,0.0261716876425112,0.1879432624113478,0.0568854773112742,Low stress,,,,,,,0.0568854773112742,
BGD.3.4.4.16_1,Gopalganj,Muksudpur,Raghdi,9.688153601871354,0.0203704357964945,0.4322881921280861,0.0034847388087738,0.0380576247497095,0.4322881921280861,0.1227861122179294,Low stress,,,,,,,0.1227861122179294,
