GID_4,NAME_2,NAME_3,NAME_4,pop,builtup,flood,pop_norm,builtup_norm,flood_norm,ASI,stress_tier,city_corp,hh_total,pop_total,hh_size,elec_coverage,hh_size_norm,ASI_updated,corp_spatial
BGD.3.1.21.8_1,Dhaka,Keraniganj,Sakta,49.93183655473193,0.1191474879828221,0.8818587555788924,0.0244261501253058,0.2226005586145141,0.8818587555788924,0.3081453444599253,Low stress,,,,,,,0.3081453444599253,
BGD.3.1.21.9_1,Dhaka,Keraniganj,Subhadya (Part),120.3917215534939,0.1789262908823219,0.8055968301139182,0.0610910208530416,0.3342839448446466,0.8055968301139182,0.3428349965653225,Moderate stress,,,,,,,0.3428349965653225,
BGD.3.1.21.10_1,Dhaka,Keraniganj,Taranagar,25.51809787740096,0.0670865362606562,0.3178053830227747,0.0117220906083084,0.1253362592863723,0.3178053830227747,0.1280078727492473,Low stress,,,,,,,0.1280078727492473,
BGD.3.1.21.11_1,Dhaka,Keraniganj,Tegharia,42.517359604930185,0.0732165023181379,0.2034976152623214,0.0205679144940238,0.1367887363111516,0.2034976152623214,0.1069776273220929,Low stress,,,,,,,0.1069776273220929,
BGD.3.1.21.12_1,Dhaka,Keraniganj,Zinjira,308.8468863509962,0.2827753024193548,0.9966254218222722,0.159156526571593,0.5283027057189126,0.9966254218222722,0.4977249130858246,Moderate stress,,,,,,,0.4977249130858246,
BGD.3.1.22.1_1,Dhaka,Khilgaon,Dakshingaon (Part),429.4735726424448,0.2382438929133858,0.7082228116710878,0.2219264538751759,0.445105679917164,0.7082228116710878,0.4216132724388497,Moderate stress,,,,,,,0.4216132724388497,DSCC
BGD.3.1.22.2_1,Dhaka,Khilgaon,Nasirabad,79.72953643629064,0.0381647079472058,0.9765484894468202,0.0399318355825048,0.0713022611910426,0.9765484894468202,0.2850656480115719,Low stress,,,,,,,0.2850656480115719,DSCC
BGD.3.1.23.1_1,Dhaka,Khilkhet,Dakshinkhan (part),85.81277495647257,0.0842092569337304,0.9310260186548848,0.0430973410889696,0.157326251281639,0.9310260186548848,0.3050596290478827,Low stress,,,,,,,0.3050596290478827,DNCC
BGD.3.1.23.2_1,Dhaka,Khilkhet,Dumni,61.14477620705127,0.0712290515212274,0.9854758291784088,0.0302609734838369,0.1330756269111874,0.9854758291784088,0.3050498161070526,Low stress,,,,,,,0.3050498161070526,DNCC
BGD.3.1.23.3_1,Dhaka,Khilkhet,Ward No-17 (Part),159.93841135550286,0.261251849357646,0.778084714548803,0.0816697412032948,0.4880909248751536,0.778084714548803,0.3980208988248225,Moderate stress,,,,,,,0.3980208988248225,DNCC
