GID_4,NAME_2,NAME_3,NAME_4,pop,builtup,flood
BGD.3.7.2.10_1,Madaripur,Madaripur Sadar,Kunia,7.062041982971361,0.023576485624798093,0.0
BGD.3.7.2.11_1,Madaripur,Madaripur Sadar,Madaripur Paurashava,34.22334388113701,0.12164908561255856,0.7958515283842799
BGD.3.7.2.12_1,Madaripur,Madaripur Sadar,Mustafapur,9.087129741665393,0.016531336578941177,0.14252873563218424
BGD.3.7.2.13_1,Madaripur,Madaripur Sadar,Panchkhola,13.527746623830264,0.015537713952577447,0.8974152856789492
BGD.3.7.2.14_1,Madaripur,Madaripur Sadar,Pearpur,9.843237113228323,0.010698676507224713,0.4802631578947375
BGD.3.7.2.15_1,Madaripur,Madaripur Sadar,Rasti,17.315626944361803,0.024160841140739214,0.7423312883435589
BGD.3.7.2.16_1,Madaripur,Madaripur Sadar,Sirkhara,7.398764696762591,0.018889578904747444,0.9021794221996962
BGD.3.7.3.1_1,Madaripur,Rajoir,Amgram,6.101370842973409,0.012262901953215909,0.11326105087573013
BGD.3.7.3.2_1,Madaripur,Rajoir,Badar Pasha,10.73309544368337,0.016774373785474816,0.4755639097744369
BGD.3.7.3.3_1,Madaripur,Rajoir,Bajitpur,7.280907175756304,0.014622548460365696,0.37525632262474434
BGD.3.7.3.4_1,Madaripur,Rajoir,Haridasdi Mahendradi,7.6964981270794866,0.017753418308227114,0.5776397515527957
BGD.3.7.3.5_1,Madaripur,Rajoir,Hossainpur,11.655474317497044,0.03024894869638352,0.5586642599277984
BGD.3.7.3.6_1,Madaripur,Rajoir,Isibpur,7.928510481506186,0.012617381145506706,0.4926674593737621
BGD.3.7.3.7_1,Madaripur,Rajoir,Kabirajpur,8.212839774864571,0.020554113722998733,0.724440544098289
BGD.3.7.3.8_1,Madaripur,Rajoir,Kadambari,5.799219492957819,0.01222428010642247,0.04081632653061237
BGD.3.7.3.9_1,Madaripur,Rajoir,Khalia,14.90360371189722,0.03467659866367848,0.19000703729767812
BGD.3.7.3.10_1,Madaripur,Rajoir,Paik Para,7.603932815316747,0.02148989178122258,0.0021786492374727714
BGD.3.7.3.11_1,Madaripur,Rajoir,Rajoir,9.11619749834937,0.02042239399795386,0.042492917847025524
BGD.3.7.4.1_1,Madaripur,Shib Char,Bandarkhola,7.5721330105878195,0.03115024997977512,0.7932924862947429
BGD.3.7.4.2_1,Madaripur,Shib Char,Banshkandi,9.080007119708949,0.020954995995775254,0.7092597804672113
BGD.3.7.4.3_1,Madaripur,Shib Char,Bayratala Dakshin,8.89114046579001,0.01723287674638294,0.7616899097621008
BGD.3.7.4.4_1,Madaripur,Shib Char,Bayratala Uttar,9.210070834508958,0.03040898177735555,0.5494238932686484
BGD.3.7.4.5_1,Madaripur,Shib Char,Bhadrasan,9.39227832056788,0.010779753103804355,0.0
BGD.3.7.4.6_1,Madaripur,Shib Char,Bhandarikandi,8.324880468951125,0.009266021404368096,0.5923404255319152
BGD.3.7.4.7_1,Madaripur,Shib Char,Char Janajat,7.82031489307979,0.010321034304097934,0.9939125774669181
BGD.3.7.4.8_1,Madaripur,Shib Char,Datta Para,10.299917635773003,0.020937007452739874,0.9054785621481155
BGD.3.7.4.9_1,Madaripur,Shib Char,Ditiyakhanda,9.153850028925978,0.026759886904227623,0.4976816074188568
BGD.3.7.4.10_1,Madaripur,Shib Char,Kadirpur,6.465477948082045,0.01141079635890767,0.23555888972243122
BGD.3.7.4.11_1,Madaripur,Shib Char,Kanthalbari,13.624748893132168,0.01850447982714751,0.9966521011326351
BGD.3.7.4.12_1,Madaripur,Shib Char,Kutubpur,8.819564605886873,0.027260852890416395,0.6184210526315796
BGD.3.7.4.13_1,Madaripur,Shib Char,Matbarer Char,19.733013973614955,0.050957071238406065,0.9281955222549189
BGD.3.7.4.14_1,Madaripur,Shib Char,Nilakhi,8.51830887260642,0.024944952945726444,0.6930572472594397
BGD.3.7.4.15_1,Madaripur,Shib Char,Panch Char,12.815867013552642,0.03556908610095669,0.7627802690582968
BGD.3.7.4.16_1,Madaripur,Shib Char,Sannyasir Char,10.212106306288089,0.026848799467252032,0.8321616871704747
BGD.3.7.4.17_1,Madaripur,Shib Char,Shib Char Paurashava,13.666012168260263,0.07498278469583537,0.28222996515679455
BGD.3.7.4.18_1,Madaripur,Shib Char,Shibchar,8.88072640264565,0.01790805991145683,0.4375553587245354
BGD.3.7.4.19_1,Madaripur,Shib Char,Siruail,8.60106484427025,0.01936364999279228,0.9501061571125267
BGD.3.7.4.20_1,Madaripur,Shib Char,Umedpur,9.163325619733914,0.020684663805436345,0.06262626262626278
